"country","indicator","Unit","Date","Value"
"Afghanistan","GDP per capita","score","2016","0.401477217674255"
"Afghanistan","Social support","score","2016","0.581543326377869"
"Afghanistan","Happiness Score","Scale, 0=Low ; 10=High","2016","3.79399991035461"
"Afghanistan","Healthy life expectancy","score","2016","0.180746778845787"
"Afghanistan","Dystopia (1.88) + residual","score","2016","2.15080118179321"
"Afghanistan","Whisker-high","score","2016","3.87366141527891"
"Afghanistan","Whisker-low","score","2016","3.71433840543032"
"Afghanistan","Freedom to make life choices","score","2016","0.106179520487785"
"Afghanistan","Generosity","score","2016","0.311870932579041"
"Afghanistan","Perceptions of corruption","score","2016","0.0611578300595284"
"Afghanistan","Life Ladder","score","2016","4.22016859054565"
"Afghanistan","Log GDP per capita","score","2016","7.4970383644104"
"Afghanistan","Social support","score","2016","0.559071779251099"
"Afghanistan","Healthy life expectancy at birth","years","2016","53"
"Afghanistan","Freedom to make life choices","score","2016","0.522566199302673"
"Afghanistan","Generosity","score","2016","0.0513649173080921"
"Afghanistan","Perceptions of corruption","score","2016","0.793245553970337"
"Afghanistan","Positive affect","score","2016","0.564952671527863"
"Afghanistan","Negative affect","score","2016","0.348332285881042"
"Afghanistan","Confidence in national government","score","2016","0.324989557266235"
"Afghanistan","Democratic Quality","score","2016","-1.85542631149292"
"Afghanistan","Delivery Quality","score","2016","-1.39271283149719"
"Afghanistan","Standard deviation of ladder by country-year","score","2016","1.79621946811676"
"Afghanistan","Standard deviation/Mean of ladder by country-year","score","2016","0.425627410411835"
"Afghanistan","gini of household income reported in Gallup, by wp5-year","score","2016","0.418629497289658"
"Albania","GDP per capita","score","2016","0.996192753314972"
"Albania","Social support","score","2016","0.803685247898102"
"Albania","Happiness Score","Scale, 0=Low ; 10=High","2016","4.64400005340576"
"Albania","Healthy life expectancy","score","2016","0.731159746646881"
"Albania","Dystopia (1.88) + residual","score","2016","1.49044156074524"
"Albania","Whisker-high","score","2016","4.75246400639415"
"Albania","Whisker-low","score","2016","4.53553610041738"
"Albania","Freedom to make life choices","score","2016","0.381498634815216"
"Albania","Generosity","score","2016","0.201312944293022"
"Albania","Perceptions of corruption","score","2016","0.0398642159998417"
"Albania","Life Ladder","score","2016","4.51110076904297"
"Albania","Log GDP per capita","score","2016","9.33753204345703"
"Albania","Social support","score","2016","0.638411462306976"
"Albania","Healthy life expectancy at birth","years","2016","68.0999984741211"
"Albania","Freedom to make life choices","score","2016","0.729818940162659"
"Albania","Generosity","score","2016","-0.0206874050199986"
"Albania","Perceptions of corruption","score","2016","0.901070773601532"
"Albania","Positive affect","score","2016","0.675243735313416"
"Albania","Negative affect","score","2016","0.321705996990204"
"Albania","Confidence in national government","score","2016","0.400909811258316"
"Albania","Democratic Quality","score","2016","0.257291853427887"
"Albania","Delivery Quality","score","2016","-0.134950414299965"
